jis_s,old_zip_code_s,zip_code_s,province_ruby_txt_ja,city_ruby_txt_ja,town_ruby_txt_ja,province_txt_ja,city_txt_ja,town_txt_ja
13103,"105  ",1056214,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(14カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（１４階）
13103,"105  ",1056215,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(15カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（１５階）
13103,"105  ",1056216,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(16カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（１６階）
13103,"105  ",1056217,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(17カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（１７階）
13103,"105  ",1056218,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(18カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（１８階）
13103,"105  ",1056219,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(19カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（１９階）
13103,"105  ",1056220,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(20カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（２０階）
13103,"105  ",1056221,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(21カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（２１階）
13103,"105  ",1056222,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(22カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（２２階）
13103,"105  ",1056223,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(23カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（２３階）
13103,"105  ",1056224,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(24カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（２４階）
13103,"105  ",1056225,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(25カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（２５階）
13103,"105  ",1056226,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(26カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（２６階）
13103,"105  ",1056227,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(27カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（２７階）
13103,"105  ",1056228,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(28カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（２８階）
13103,"105  ",1056229,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(29カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（２９階）
13103,"105  ",1056230,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(30カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（３０階）
13103,"105  ",1056231,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(31カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（３１階）
13103,"105  ",1056232,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(32カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（３２階）
13103,"105  ",1056233,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(33カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（３３階）
13103,"105  ",1056234,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(34カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（３４階）
13103,"105  ",1056235,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(35カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（３５階）
13103,"105  ",1056236,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(36カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（３６階）
13103,"105  ",1056237,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(37カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（３７階）
13103,"105  ",1056238,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(38カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（３８階）
13103,"105  ",1056239,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(39カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（３９階）
13103,"105  ",1056240,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(40カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（４０階）
13103,"105  ",1056241,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(41カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（４１階）
13103,"105  ",1056242,トウキョウト,ミナトク,アタゴアタゴグリーンヒルズモリタワー(42カイ),東京都,港区,愛宕愛宕グリーンヒルズＭＯＲＩタワー（４２階）
13103,"105  ",1050022,トウキョウト,ミナトク,カイガン(1、2チョウメ),東京都,港区,海岸（１、２丁目）
13103,"108  ",1080022,トウキョウト,ミナトク,カイガン(3チョウメ),東京都,港区,海岸（３丁目）
13103,"107  ",1070061,トウキョウト,ミナトク,キタアオヤマ,東京都,港区,北青山
13103,"108  ",1080075,トウキョウト,ミナトク,コウナン(ツギノビルヲノゾク),東京都,港区,港南（次のビルを除く）
13103,"108  ",1086090,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(チカイ・カイソウフメイ),東京都,港区,港南品川インターシティＡ棟（地階・階層不明）
13103,"108  ",1086001,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(1カイ),東京都,港区,港南品川インターシティＡ棟（１階）
13103,"108  ",1086002,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(2カイ),東京都,港区,港南品川インターシティＡ棟（２階）
13103,"108  ",1086003,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(3カイ),東京都,港区,港南品川インターシティＡ棟（３階）
13103,"108  ",1086004,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(4カイ),東京都,港区,港南品川インターシティＡ棟（４階）
13103,"108  ",1086005,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(5カイ),東京都,港区,港南品川インターシティＡ棟（５階）
13103,"108  ",1086006,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(6カイ),東京都,港区,港南品川インターシティＡ棟（６階）
13103,"108  ",1086007,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(7カイ),東京都,港区,港南品川インターシティＡ棟（７階）
13103,"108  ",1086008,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(8カイ),東京都,港区,港南品川インターシティＡ棟（８階）
13103,"108  ",1086009,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(9カイ),東京都,港区,港南品川インターシティＡ棟（９階）
13103,"108  ",1086010,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(10カイ),東京都,港区,港南品川インターシティＡ棟（１０階）
13103,"108  ",1086011,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(11カイ),東京都,港区,港南品川インターシティＡ棟（１１階）
13103,"108  ",1086012,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(12カイ),東京都,港区,港南品川インターシティＡ棟（１２階）
13103,"108  ",1086013,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(13カイ),東京都,港区,港南品川インターシティＡ棟（１３階）
13103,"108  ",1086014,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(14カイ),東京都,港区,港南品川インターシティＡ棟（１４階）
13103,"108  ",1086015,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(15カイ),東京都,港区,港南品川インターシティＡ棟（１５階）
13103,"108  ",1086016,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(16カイ),東京都,港区,港南品川インターシティＡ棟（１６階）
13103,"108  ",1086017,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(17カイ),東京都,港区,港南品川インターシティＡ棟（１７階）
13103,"108  ",1086018,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(18カイ),東京都,港区,港南品川インターシティＡ棟（１８階）
13103,"108  ",1086019,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(19カイ),東京都,港区,港南品川インターシティＡ棟（１９階）
13103,"108  ",1086020,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(20カイ),東京都,港区,港南品川インターシティＡ棟（２０階）
13103,"108  ",1086021,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(21カイ),東京都,港区,港南品川インターシティＡ棟（２１階）
13103,"108  ",1086022,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(22カイ),東京都,港区,港南品川インターシティＡ棟（２２階）
13103,"108  ",1086023,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(23カイ),東京都,港区,港南品川インターシティＡ棟（２３階）
13103,"108  ",1086024,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(24カイ),東京都,港区,港南品川インターシティＡ棟（２４階）
13103,"108  ",1086025,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(25カイ),東京都,港区,港南品川インターシティＡ棟（２５階）
13103,"108  ",1086026,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(26カイ),東京都,港区,港南品川インターシティＡ棟（２６階）
13103,"108  ",1086027,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(27カイ),東京都,港区,港南品川インターシティＡ棟（２７階）
13103,"108  ",1086028,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(28カイ),東京都,港区,港南品川インターシティＡ棟（２８階）
13103,"108  ",1086029,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(29カイ),東京都,港区,港南品川インターシティＡ棟（２９階）
13103,"108  ",1086030,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(30カイ),東京都,港区,港南品川インターシティＡ棟（３０階）
13103,"108  ",1086031,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(31カイ),東京都,港区,港南品川インターシティＡ棟（３１階）
13103,"108  ",1086032,トウキョウト,ミナトク,コウナンシナガワインターシティAトウ(32カイ),東京都,港区,港南品川インターシティＡ棟（３２階）
13103,"108  ",1086190,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(チカイ・カイソウフメイ),東京都,港区,港南品川インターシティＢ棟（地階・階層不明）
13103,"108  ",1086101,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(1カイ),東京都,港区,港南品川インターシティＢ棟（１階）
13103,"108  ",1086102,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(2カイ),東京都,港区,港南品川インターシティＢ棟（２階）
13103,"108  ",1086103,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(3カイ),東京都,港区,港南品川インターシティＢ棟（３階）
13103,"108  ",1086104,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(4カイ),東京都,港区,港南品川インターシティＢ棟（４階）
13103,"108  ",1086105,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(5カイ),東京都,港区,港南品川インターシティＢ棟（５階）
13103,"108  ",1086106,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(6カイ),東京都,港区,港南品川インターシティＢ棟（６階）
13103,"108  ",1086107,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(7カイ),東京都,港区,港南品川インターシティＢ棟（７階）
13103,"108  ",1086108,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(8カイ),東京都,港区,港南品川インターシティＢ棟（８階）
13103,"108  ",1086109,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(9カイ),東京都,港区,港南品川インターシティＢ棟（９階）
13103,"108  ",1086110,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(10カイ),東京都,港区,港南品川インターシティＢ棟（１０階）
13103,"108  ",1086111,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(11カイ),東京都,港区,港南品川インターシティＢ棟（１１階）
13103,"108  ",1086112,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(12カイ),東京都,港区,港南品川インターシティＢ棟（１２階）
13103,"108  ",1086113,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(13カイ),東京都,港区,港南品川インターシティＢ棟（１３階）
13103,"108  ",1086114,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(14カイ),東京都,港区,港南品川インターシティＢ棟（１４階）
13103,"108  ",1086115,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(15カイ),東京都,港区,港南品川インターシティＢ棟（１５階）
13103,"108  ",1086116,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(16カイ),東京都,港区,港南品川インターシティＢ棟（１６階）
13103,"108  ",1086117,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(17カイ),東京都,港区,港南品川インターシティＢ棟（１７階）
13103,"108  ",1086118,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(18カイ),東京都,港区,港南品川インターシティＢ棟（１８階）
13103,"108  ",1086119,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(19カイ),東京都,港区,港南品川インターシティＢ棟（１９階）
13103,"108  ",1086120,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(20カイ),東京都,港区,港南品川インターシティＢ棟（２０階）
13103,"108  ",1086121,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(21カイ),東京都,港区,港南品川インターシティＢ棟（２１階）
13103,"108  ",1086122,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(22カイ),東京都,港区,港南品川インターシティＢ棟（２２階）
13103,"108  ",1086123,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(23カイ),東京都,港区,港南品川インターシティＢ棟（２３階）
13103,"108  ",1086124,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(24カイ),東京都,港区,港南品川インターシティＢ棟（２４階）
13103,"108  ",1086125,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(25カイ),東京都,港区,港南品川インターシティＢ棟（２５階）
13103,"108  ",1086126,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(26カイ),東京都,港区,港南品川インターシティＢ棟（２６階）
13103,"108  ",1086127,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(27カイ),東京都,港区,港南品川インターシティＢ棟（２７階）
13103,"108  ",1086128,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(28カイ),東京都,港区,港南品川インターシティＢ棟（２８階）
13103,"108  ",1086129,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(29カイ),東京都,港区,港南品川インターシティＢ棟（２９階）
13103,"108  ",1086130,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(30カイ),東京都,港区,港南品川インターシティＢ棟（３０階）
13103,"108  ",1086131,トウキョウト,ミナトク,コウナンシナガワインターシティBトウ(31カイ),東京都,港区,港南品川インターシティＢ棟（３１階）
13103,"108  ",1086290,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(チカイ・カイソウフメイ),東京都,港区,港南品川インターシティＣ棟（地階・階層不明）
13103,"108  ",1086201,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(1カイ),東京都,港区,港南品川インターシティＣ棟（１階）
13103,"108  ",1086202,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(2カイ),東京都,港区,港南品川インターシティＣ棟（２階）
13103,"108  ",1086203,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(3カイ),東京都,港区,港南品川インターシティＣ棟（３階）
13103,"108  ",1086204,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(4カイ),東京都,港区,港南品川インターシティＣ棟（４階）
13103,"108  ",1086205,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(5カイ),東京都,港区,港南品川インターシティＣ棟（５階）
13103,"108  ",1086206,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(6カイ),東京都,港区,港南品川インターシティＣ棟（６階）
13103,"108  ",1086207,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(7カイ),東京都,港区,港南品川インターシティＣ棟（７階）
13103,"108  ",1086208,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(8カイ),東京都,港区,港南品川インターシティＣ棟（８階）
13103,"108  ",1086209,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(9カイ),東京都,港区,港南品川インターシティＣ棟（９階）
13103,"108  ",1086210,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(10カイ),東京都,港区,港南品川インターシティＣ棟（１０階）
13103,"108  ",1086211,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(11カイ),東京都,港区,港南品川インターシティＣ棟（１１階）
13103,"108  ",1086212,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(12カイ),東京都,港区,港南品川インターシティＣ棟（１２階）
13103,"108  ",1086213,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(13カイ),東京都,港区,港南品川インターシティＣ棟（１３階）
13103,"108  ",1086214,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(14カイ),東京都,港区,港南品川インターシティＣ棟（１４階）
13103,"108  ",1086215,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(15カイ),東京都,港区,港南品川インターシティＣ棟（１５階）
13103,"108  ",1086216,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(16カイ),東京都,港区,港南品川インターシティＣ棟（１６階）
13103,"108  ",1086217,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(17カイ),東京都,港区,港南品川インターシティＣ棟（１７階）
13103,"108  ",1086218,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(18カイ),東京都,港区,港南品川インターシティＣ棟（１８階）
13103,"108  ",1086219,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(19カイ),東京都,港区,港南品川インターシティＣ棟（１９階）
13103,"108  ",1086220,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(20カイ),東京都,港区,港南品川インターシティＣ棟（２０階）
13103,"108  ",1086221,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(21カイ),東京都,港区,港南品川インターシティＣ棟（２１階）
13103,"108  ",1086222,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(22カイ),東京都,港区,港南品川インターシティＣ棟（２２階）
13103,"108  ",1086223,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(23カイ),東京都,港区,港南品川インターシティＣ棟（２３階）
13103,"108  ",1086224,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(24カイ),東京都,港区,港南品川インターシティＣ棟（２４階）
13103,"108  ",1086225,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(25カイ),東京都,港区,港南品川インターシティＣ棟（２５階）
13103,"108  ",1086226,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(26カイ),東京都,港区,港南品川インターシティＣ棟（２６階）
13103,"108  ",1086227,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(27カイ),東京都,港区,港南品川インターシティＣ棟（２７階）
13103,"108  ",1086228,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(28カイ),東京都,港区,港南品川インターシティＣ棟（２８階）
13103,"108  ",1086229,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(29カイ),東京都,港区,港南品川インターシティＣ棟（２９階）
13103,"108  ",1086230,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(30カイ),東京都,港区,港南品川インターシティＣ棟（３０階）
13103,"108  ",1086231,トウキョウト,ミナトク,コウナンシナガワインターシティCトウ(31カイ),東京都,港区,港南品川インターシティＣ棟（３１階）
13103,"105  ",1050014,トウキョウト,ミナトク,シバ(1-3チョウメ),東京都,港区,芝（１〜３丁目）
13103,"108  ",1080014,トウキョウト,ミナトク,シバ(4、5チョウメ),東京都,港区,芝（４、５丁目）
13103,"105  ",1050023,トウキョウト,ミナトク,シバウラ(1チョウメ),東京都,港区,芝浦（１丁目）
13103,"108  ",1080023,トウキョウト,ミナトク,シバウラ(2-4チョウメ),東京都,港区,芝浦（２〜４丁目）
13103,"105  ",1050011,トウキョウト,ミナトク,シバコウエン,東京都,港区,芝公園
13103,"105  ",1050012,トウキョウト,ミナトク,シバダイモン,東京都,港区,芝大門
13103,"108  ",1080072,トウキョウト,ミナトク,シロカネ,東京都,港区,白金
13103,"108  ",1080071,トウキョウト,ミナトク,シロカネダイ,東京都,港区,白金台
13103,"105  ",1050004,トウキョウト,ミナトク,シンバシ,東京都,港区,新橋
13103,"135  ",1350091,トウキョウト,ミナトク,ダイバ,東京都,港区,台場
13103,"108  ",1080074,トウキョウト,ミナトク,タカナワ,東京都,港区,高輪
13103,"105  ",1050001,トウキョウト,ミナトク,トラノモン(ツギノビルヲノゾク),東京都,港区,虎ノ門（次のビルを除く）
13103,"105  ",1056090,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(チカイ・カイソウフメイ),東京都,港区,虎ノ門城山トラストタワー（地階・階層不明）
13103,"105  ",1056001,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(1カイ),東京都,港区,虎ノ門城山トラストタワー（１階）
13103,"105  ",1056002,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(2カイ),東京都,港区,虎ノ門城山トラストタワー（２階）
13103,"105  ",1056003,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(3カイ),東京都,港区,虎ノ門城山トラストタワー（３階）
13103,"105  ",1056004,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(4カイ),東京都,港区,虎ノ門城山トラストタワー（４階）
13103,"105  ",1056005,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(5カイ),東京都,港区,虎ノ門城山トラストタワー（５階）
13103,"105  ",1056006,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(6カイ),東京都,港区,虎ノ門城山トラストタワー（６階）
13103,"105  ",1056007,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(7カイ),東京都,港区,虎ノ門城山トラストタワー（７階）
13103,"105  ",1056008,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(8カイ),東京都,港区,虎ノ門城山トラストタワー（８階）
13103,"105  ",1056009,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(9カイ),東京都,港区,虎ノ門城山トラストタワー（９階）
13103,"105  ",1056010,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(10カイ),東京都,港区,虎ノ門城山トラストタワー（１０階）
13103,"105  ",1056011,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(11カイ),東京都,港区,虎ノ門城山トラストタワー（１１階）
13103,"105  ",1056012,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(12カイ),東京都,港区,虎ノ門城山トラストタワー（１２階）
13103,"105  ",1056013,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(13カイ),東京都,港区,虎ノ門城山トラストタワー（１３階）
13103,"105  ",1056014,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(14カイ),東京都,港区,虎ノ門城山トラストタワー（１４階）
13103,"105  ",1056015,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(15カイ),東京都,港区,虎ノ門城山トラストタワー（１５階）
13103,"105  ",1056016,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(16カイ),東京都,港区,虎ノ門城山トラストタワー（１６階）
13103,"105  ",1056017,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(17カイ),東京都,港区,虎ノ門城山トラストタワー（１７階）
13103,"105  ",1056018,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(18カイ),東京都,港区,虎ノ門城山トラストタワー（１８階）
13103,"105  ",1056019,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(19カイ),東京都,港区,虎ノ門城山トラストタワー（１９階）
13103,"105  ",1056020,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(20カイ),東京都,港区,虎ノ門城山トラストタワー（２０階）
13103,"105  ",1056021,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(21カイ),東京都,港区,虎ノ門城山トラストタワー（２１階）
13103,"105  ",1056022,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(22カイ),東京都,港区,虎ノ門城山トラストタワー（２２階）
13103,"105  ",1056023,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(23カイ),東京都,港区,虎ノ門城山トラストタワー（２３階）
13103,"105  ",1056024,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(24カイ),東京都,港区,虎ノ門城山トラストタワー（２４階）
13103,"105  ",1056025,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(25カイ),東京都,港区,虎ノ門城山トラストタワー（２５階）
13103,"105  ",1056026,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(26カイ),東京都,港区,虎ノ門城山トラストタワー（２６階）
13103,"105  ",1056027,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(27カイ),東京都,港区,虎ノ門城山トラストタワー（２７階）
13103,"105  ",1056028,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(28カイ),東京都,港区,虎ノ門城山トラストタワー（２８階）
13103,"105  ",1056029,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(29カイ),東京都,港区,虎ノ門城山トラストタワー（２９階）
13103,"105  ",1056030,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(30カイ),東京都,港区,虎ノ門城山トラストタワー（３０階）
13103,"105  ",1056031,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(31カイ),東京都,港区,虎ノ門城山トラストタワー（３１階）
13103,"105  ",1056032,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(32カイ),東京都,港区,虎ノ門城山トラストタワー（３２階）
13103,"105  ",1056033,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(33カイ),東京都,港区,虎ノ門城山トラストタワー（３３階）
13103,"105  ",1056034,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(34カイ),東京都,港区,虎ノ門城山トラストタワー（３４階）
13103,"105  ",1056035,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(35カイ),東京都,港区,虎ノ門城山トラストタワー（３５階）
13103,"105  ",1056036,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(36カイ),東京都,港区,虎ノ門城山トラストタワー（３６階）
13103,"105  ",1056037,トウキョウト,ミナトク,トラノモンシロヤマトラストタワー(37カイ),東京都,港区,虎ノ門城山トラストタワー（３７階）
13103,"105  ",1056390,トウキョウト,ミナトク,トラノモントラノモンヒルズモリタワー(チカイ・カイソウフメイ),東京都,港区,虎ノ門虎ノ門ヒルズ森タワー（地階・階層不明）
13103,"105  ",1056301,トウキョウト,ミナトク,トラノモントラノモンヒルズモリタワー(1カイ),東京都,港区,虎ノ門虎ノ門ヒルズ森タワー（１階）
13103,"105  ",1056302,トウキョウト,ミナトク,トラノモントラノモンヒルズモリタワー(2カイ),東京都,港区,虎ノ門虎ノ門ヒルズ森タワー（２階）
13103,"105  ",1056303,トウキョウト,ミナトク,トラノモントラノモンヒルズモリタワー(3カイ),東京都,港区,虎ノ門虎ノ門ヒルズ森タワー（３階）
13103,"105  ",1056304,トウキョウト,ミナトク,トラノモントラノモンヒルズモリタワー(4カイ),東京都,港区,虎ノ門虎ノ門ヒルズ森タワー（４階）
13103,"105  ",1056305,トウキョウト,ミナトク,トラノモントラノモンヒルズモリタワー(5カイ),東京都,港区,虎ノ門虎ノ門ヒルズ森タワー（５階）
